Player,Pre-NBA,Draft Year,Combine Position,Primary Position,Secondary Positions,Default Position,Is Primary,Hand Length (in.),Hand Width (in.),Height w/o Shoes,Height (in.),Standing Reach,Standing Reach (in.),Wingspan,Wingspan (in.),Weight (lbs),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical,Max Vertical,Height (in.)_Percentile,Standing Reach (in.)_Percentile,Wingspan (in.)_Percentile,Weight (lbs)_Percentile,Hand Length (in.)_Percentile,Hand Width (in.)_Percentile,Physical Score,Lane Agility Time_Percentile,Three Quarter Sprint_Percentile,Shuttle Run_Percentile,Agility Score,Max Vertical_Percentile,Standing Vertical_Percentile,Vertical Score,Raw Score,Combine Score
Joe Alexander,West Virginia,2008,SF-PF,SF,PF,PF,0,,,"6'7.25""",79.25,"8'10""",106,"6'11.5""",83.5,220,11.33,,2.99,32.5,38.5,24.71526196,27.1070615,22.8929385,19.02050114,,,23.43394077,68.43434343,100,,84.21717172,96.46464646,90.42821159,93.44642903,67.03251384,89.81958763
Joe Crawford,Kentucky,2008,SG,SG,PG-SF,PG,0,,,"6'3""",75,"8'3.5""",99.5,"6'5.75""",77.75,213,11.67,,3.22,31,36,81.09243697,77.73109244,53.50140056,96.62921348,,,77.23853586,10.12658228,42.53968254,,26.33313241,51.42857143,66.61392405,59.02124774,54.19763867,55.82524272
Joe Crawford,Kentucky,2008,SG,SG,PG-SF,SF,0,,,"6'3""",75,"8'3.5""",99.5,"6'5.75""",77.75,213,11.67,,3.22,31,36,0.4651162791,2.441860465,1.162790698,47.20930233,,,12.81976744,25,61.08247423,,43.04123711,59.74358974,70.05141388,64.89750181,40.25283546,24.93403694
Joey Dorsey,Memphis,2008,PF-C,PF,C,C,0,,,"6'6.25""",78.25,"8'11""",107,"7'1.75""",85.75,265,11.84,,3.2,27.5,33,0.518134715,9.635416667,24.09326425,84.45595855,,,29.67569354,49.6875,90.625,,70.15625,67.1875,54.0625,60.625,53.48564785,58.5443038
John Riek,,2008,C,C,PF,PF,0,,,"6'10.5""",82.5,,,"7'8.75""",92.75,237,,,,,,98.51936219,,100,53.53075171,,,,,,,,,,,,
Joseph Jones,,2008,PF,PF,SF-C,SF,0,,,"6'7""",79,"8'11""",107,"7'0.25""",84.25,240,11.61,,3.33,25.5,31,75.23255814,90.58139535,74.65116279,95.34883721,,,83.95348837,28.35051546,27.06185567,,27.70618557,10.8974359,8.483290488,9.690363193,40.45001238,24.93403694
Joseph Jones,,2008,PF,PF,SF-C,C,0,,,"6'7""",79,"8'11""",107,"7'0.25""",84.25,240,11.61,,3.33,25.5,31,2.07253886,9.635416667,9.844559585,41.96891192,,,15.88035676,67.8125,68.75,,68.28125,46.25,29.0625,37.65625,40.60595225,30.06329114
Josh Duncan,,2008,PF,PF,SF-C,SF,0,,,"6'8""",80,"8'8.5""",104.5,"6'11.5""",83.5,230,12.47,,3.26,28,32,95,57.44186047,61.1627907,85.81395349,,,74.85465116,2.448453608,47.55154639,,25,18.84615385,29.4344473,24.14030057,41.33165058,26.5171504
Josh Duncan,,2008,PF,PF,SF-C,C,0,,,"6'8""",80,"8'8.5""",104.5,"6'11.5""",83.5,230,12.47,,3.26,28,32,5.18134715,1.5625,5.958549223,20.46632124,,,8.292179404,19.0625,81.5625,,50.3125,55.9375,59.6875,57.8125,38.80572647,26.26582278
Keith Brumbaugh,,2008,SF-PF,SF,PF,PF,0,,,"6'7.5""",79.5,"8'8.5""",104.5,"6'7.25""",79.25,190,11.65,,3.28,26,27,30.63781321,11.50341686,0.2277904328,0.6833712984,,,10.76309795,44.57070707,59.6692112,,52.11995913,2.904040404,20.02518892,11.46461466,24.78255725,4.768041237
Kentrell Gransberry,,2008,C,C,PF,PF,0,,,"6'6.75""",78.75,"8'10""",106,"6'10.25""",82.25,290,12.16,,3.32,24.5,27.5,15.03416856,27.1070615,8.428246014,99.3166287,,,37.4715262,18.30808081,45.92875318,,32.11841699,3.535353535,7.052896725,5.29412513,24.96135611,4.768041237
Kevin Love,UCLA,2008,PF,PF,C,C,0,,,"6'7.75""",79.75,"8'10""",106,"6'11.25""",83.25,255,11.17,,3.22,29.5,35,4.663212435,5.208333333,4.922279793,73.05699482,,,21.96270509,91.875,86.875,,89.375,81.25,74.0625,77.65625,62.99798503,77.53164557
Kyle Hines,,2008,SF-PF,SF,PF,PF,0,,,"6'3.75""",75.75,"8'8.5""",104.5,"7'1.25""",85.25,234,12.17,,3.4,28.5,33,0.2277904328,11.50341686,52.0501139,47.15261959,,,27.73348519,18.05555556,27.2264631,,22.64100933,52.14646465,52.64483627,52.39565046,34.25671499,13.78865979
Longar Longar,,2008,C,C,PF,PF,0,,,"6'9""",81,"9'1.5""",109.5,"7'1.25""",85.25,212.5,,,,,,76.08200456,88.15489749,52.0501139,9.567198178,,,56.46355353,,,,,,,,,
Luc Mbah a Moute,UCLA,2008,SF,SF,SG-PF,SG,0,,,"6'5.75""",77.75,"8'7.5""",103.5,"7'2.5""",86.5,221,11.71,,3.17,32,38.5,96.65551839,89.46488294,100,93.95973154,,,95.02003322,10.76923077,68.32061069,,39.54492073,78.24427481,76.12781955,77.18604718,70.58366704,92.2310757
Luc Mbah a Moute,UCLA,2008,SF,SF,SG-PF,PF,0,,,"6'5.75""",77.75,"8'7.5""",103.5,"7'2.5""",86.5,221,11.71,,3.17,32,38.5,4.328018223,6.036446469,72.43735763,21.29840547,,,26.02505695,40.4040404,90.96692112,,65.68548076,96.46464646,87.27959698,91.87212172,61.19421981,76.15979381
Maarty Leunen,Oregon,2008,SF,SF,SG-PF,SG,0,,,"6'7.25""",79.25,"8'6.5""",102.5,"6'8""",80,222,11.57,,3.36,29.5,34.5,100,75.91973244,38.29431438,94.96644295,,,77.29512244,16.15384615,12.40458015,,14.27921315,33.58778626,46.42857143,40.00817884,43.86083815,30.87649402
Maarty Leunen,Oregon,2008,SF,SF,SG-PF,PF,0,,,"6'7.25""",79.25,"8'6.5""",102.5,"6'8""",80,222,11.57,,3.36,29.5,34.5,24.71526196,2.391799544,0.4555808656,23.46241458,,,12.75626424,50.75757576,35.62340967,,43.19049271,65.65656566,65.99496222,65.82576394,40.5908403,27.96391753
Malik Hairston,Oregon,2008,SG,SG,PG-SF,PG,0,,,"6'4.25""",76.25,"8'7.5""",103.5,"6'9""",81,204,11.33,,3.08,30.5,38,92.99719888,98.31932773,90.89635854,90.58988764,,,93.2006932,25.63291139,88.41269841,,57.0228049,73.49206349,60.44303797,66.96755073,72.39701628,95.63106796
Malik Hairston,Oregon,2008,SG,SG,PG-SF,SF,0,,,"6'4.25""",76.25,"8'7.5""",103.5,"6'9""",81,204,11.33,,3.08,30.5,38,3.488372093,38.25581395,19.65116279,23.02325581,,,21.10465116,47.29381443,93.81443299,,70.55412371,79.87179487,63.62467866,71.74823677,54.46900388,60.81794195
Marcelus Kemp,,2008,SG,SG,PG-SF,PG,0,,,"6'3""",75,"8'7.5""",103.5,"6'8.5""",80.5,221,11.79,,3.39,26,30,81.09243697,98.31932773,87.39495798,98.59550562,,,91.35055708,7.278481013,5.396825397,,6.337653205,5.079365079,11.07594937,8.077657223,35.25528917,17.31391586
Marcelus Kemp,,2008,SG,SG,PG-SF,SF,0,,,"6'3""",75,"8'7.5""",103.5,"6'8.5""",80.5,221,11.79,,3.39,26,30,0.4651162791,38.25581395,14.06976744,70.11627907,,,30.72674419,15.85051546,13.91752577,,14.88402062,5.897435897,11.56812339,8.732779645,18.11451482,0.3957783641
Marcus Dove,,2008,SF-PF,SF,PF,PF,0,,,"6'6.75""",78.75,"8'9""",105,"6'11.5""",83.5,208,11.59,,3.26,27.5,33.5,15.03416856,15.261959,22.8929385,5.466970387,,,14.66400911,49.87373737,68.06615776,,58.96994757,57.44949495,38.66498741,48.05724118,40.56373262,27.70618557
Mark Tyndale,,2008,SG-SF,SG,PG-SF,PG,0,,,"6'2.75""",74.75,"8'7.5""",103.5,"6'11""",83,217,12.52,,3.14,27,33.5,78.57142857,98.31932773,98.45938375,97.89325843,,,93.31084962,0.6329113924,75.87301587,,38.25296363,28.25396825,18.19620253,23.22508539,51.59629955,49.6763754
Mark Tyndale,,2008,SG-SF,SG,PG-SF,SF,0,,,"6'2.75""",74.75,"8'7.5""",103.5,"6'11""",83,217,12.52,,3.14,27,33.5,0.3488372093,38.25581395,53.13953488,57.90697674,,,37.4127907,1.804123711,83.63402062,,42.71907216,31.15384615,18.38046272,24.76715444,34.9663391,14.11609499
Michael Beasley,Kansas State,2008,PF-SF,SF,PF,PF,0,,,"6'7""",79,"8'11""",107,"7'0.25""",84.25,239,11.06,,3.24,30,35,18.79271071,45.78587699,35.4214123,57.85876993,,,39.46469248,86.11111111,76.33587786,,81.22349449,70.45454545,71.28463476,70.86959011,63.85259236,81.57216495
Othello Hunter,,2008,PF-SF,SF,PF,PF,0,,,"6'6.5""",78.5,"9'1.5""",109.5,"7'3""",87,220,11.51,,3.18,28,34.5,11.95899772,88.15489749,78.24601367,19.02050114,,,49.34510251,54.67171717,90.3307888,,72.50125299,65.65656566,44.58438287,55.12047426,58.98894325,69.71649485
Pat Calathes,,2008,SF-PF,PF,SF,SF,0,,,"6'8.75""",80.75,"8'10""",106,"6'9.75""",81.75,204,,,,,,98.13953488,79.53488372,32.3255814,23.02325581,,,58.25581395,,,,,,,,,
Patrick Ewing Jr.,Georgetown,2008,SF-PF,SF,PF,PF,0,,,"6'6""",78,"8'1.5""",97.5,"7'0.25""",84.25,224,11.77,,3.43,35,42,5.922551253,0.4555808656,35.4214123,28.01822323,,,17.45444191,36.86868687,21.88295165,,29.37581926,99.87373737,99.11838791,99.49606264,48.77544127,45.48969072
Quan Prowell,,2008,SF-PF,SF,PF,PF,0,,,"6'6.75""",78.75,"8'7.5""",103.5,"6'10.5""",82.5,225.5,11.79,,3.14,32,36,15.03416856,6.036446469,10.47835991,29.8405467,,,15.34738041,36.36363636,95.03816794,,65.70090215,82.32323232,87.27959698,84.80141465,55.2832324,60.43814433
Ramel Bradley,,2008,PG-SG,PG,SG,SG,0,,,"6'1.25""",73.25,"8'2""",98,"6'5""",77,184,10.68,,3.24,24.5,29.5,1.170568562,9.698996656,4.180602007,10.06711409,,,6.27932033,86.34615385,44.65648855,,65.5013212,1.908396947,3.759398496,2.833897721,24.87151308,6.972111554
Reggie Williams,,2008,SG,SG,PG-SF,PG,0,,,"6'3.25""",75.25,"8'7""",103,"6'9.25""",81.25,199,11.32,,3.07,31.5,36.5,85.43417367,97.33893557,92.85714286,83.42696629,,,89.7643046,25.63291139,91.42857143,,58.53074141,56.66666667,72.94303797,64.80485232,71.03329944,93.0420712
Reggie Williams,,2008,SG,SG,PG-SF,SF,0,,,"6'3.25""",75.25,"8'7""",103,"6'9.25""",81.25,199,11.32,,3.07,31.5,36.5,0.4651162791,29.88372093,24.41860465,15.46511628,,,17.55813953,48.45360825,95.36082474,,71.90721649,65.38461538,74.55012853,69.96737196,53.14424266,57.12401055
Richard Hendrix,Alabama,2008,PF,PF,SF-C,SF,0,,,"6'6.75""",78.75,"9'0""",108,"7'3""",87,250,10.62,,3.27,26.5,28,68.8372093,97.20930233,97.44186047,98.8372093,,,90.58139535,95.23195876,44.9742268,,70.10309278,1.41025641,14.39588689,7.90307165,56.19585326,65.83113456
Richard Hendrix,Alabama,2008,PF,PF,SF-C,C,0,,,"6'6.75""",78.75,"9'0""",108,"7'3""",87,250,10.62,,3.27,26.5,28,1.295336788,15.88541667,45.33678756,63.21243523,,,31.43249406,100,79.6875,,89.84375,17.5,40.3125,28.90625,50.06083135,49.6835443
Richard Roby,,2008,SG-SF,SG,PG-SF,PG,0,,,"6'4.25""",76.25,"8'8""",104,"6'9.75""",81.75,203,,,,,,92.99719888,98.87955182,95.09803922,89.3258427,,,94.07515815,,,,,,,,,
Richard Roby,,2008,SG-SF,SG,PG-SF,SF,0,,,"6'4.25""",76.25,"8'8""",104,"6'9.75""",81.75,203,,,,,,3.488372093,47.20930233,32.3255814,21.39534884,,,26.10465116,,,,,,,,,
Robert Vaden,UAB,2008,SG,SG,PG-SF,PG,0,,,"6'3.5""",75.5,"8'5""",101,"6'8""",80,199,11.97,,3.4,26,29.5,88.51540616,90.05602241,83.61344538,83.42696629,,,86.40296006,4.430379747,4.285714286,,4.358047016,4.126984127,11.07594937,7.601466747,32.78749127,15.37216828
Robert Vaden,UAB,2008,SG,SG,PG-SF,SF,0,,,"6'3.5""",75.5,"8'5""",101,"6'8""",80,199,11.97,,3.4,26,29.5,0.6976744186,9.069767442,9.069767442,15.46511628,,,8.575581395,9.664948454,11.8556701,,10.76030928,4.358974359,11.56812339,7.963548876,9.099813183,0
Russell Westbrook,UCLA,2008,PG,PG,SG,SG,0,,,"6'2.25""",74.25,"8'4""",100,"6'7.75""",79.75,192,10.98,,3.08,30,36.5,7.692307692,30.26755853,33.61204013,23.32214765,,,23.7235135,60.38461538,91.41221374,,75.89841456,58.96946565,52.63157895,55.8005223,51.80748345,53.98406375
Sasha Kaun,Kansas,2008,C-PF,PF,C,C,0,,,"6'9""",81,"9'2""",110,"7'4""",88,247,12.06,,3.2,29,32,15.54404145,45.05208333,61.13989637,57.25388601,,,44.74747679,36.875,90.625,,63.75,55.9375,69.6875,62.8125,57.1033256,66.13924051
Shan Foster,Vanderbilt,2008,SG,SG,PG-SF,PG,0,,,"6'4""",76,"8'7.5""",103.5,"6'11.5""",83.5,194.5,12.3,,3.24,30,33,90.89635854,98.31932773,99.57983193,71.34831461,,,90.0359582,1.107594937,35.07936508,,18.09348001,22.6984127,53.79746835,38.24794053,48.79245958,44.17475728
Shan Foster,Vanderbilt,2008,SG,SG,PG-SF,SF,0,,,"6'4""",76,"8'7.5""",103.5,"6'11.5""",83.5,194.5,12.3,,3.24,30,33,2.325581395,38.25581395,61.1627907,7.441860465,,,27.29651163,3.608247423,54.89690722,,29.25257732,26.28205128,56.42673522,41.35439325,32.63449407,11.47757256
Shaun Pruitt,,2008,C-PF,PF,C,C,0,,,"6'8.25""",80.25,"8'11.5""",107.5,"7'1""",85,242.2,11.3,,3.4,27,32.5,6.994818653,12.23958333,15.02590674,47.15025907,,,20.35264195,86.5625,48.125,,67.34375,60.9375,47.1875,54.0625,47.25296398,44.62025316
Shawn James,,2008,PF,PF,SF-C,SF,0,,,"6'7.75""",79.75,"9'3""",111,"7'5""",89,217,,,,,,91.86046512,100,99.76744186,57.90697674,,,87.38372093,,,,,,,,,
Shawn James,,2008,PF,PF,SF-C,C,0,,,"6'7.75""",79.75,"9'3""",111,"7'5""",89,217,,,,,,4.663212435,60.9375,75.38860104,6.735751295,,,36.93126619,,,,,,,,,
Sonny Weems,Arkansas,2008,SG-SF,SG,PG-SF,PG,0,,,"6'4""",76,"8'8""",104,"6'10""",82,193,10.58,,2.96,29,36.5,90.89635854,98.87955182,96.35854342,66.99438202,,,88.28220895,89.55696203,98.88888889,,94.22292546,56.66666667,40.66455696,48.66561181,77.05691541,98.54368932
Sonny Weems,Arkansas,2008,SG-SF,SG,PG-SF,SF,0,,,"6'4""",76,"8'8""",104,"6'10""",82,193,10.58,,2.96,29,36.5,2.325581395,47.20930233,37.20930233,6.395348837,,,23.28488372,95.48969072,100,,97.74484536,65.38461538,43.05912596,54.22187067,58.41719992,71.89973615
Stanley Burrell,,2008,PG,PG,SG,SG,0,,,"6'1.5""",73.5,"8'1.5""",97.5,"6'6.25""",78.25,201,11.19,,3.19,29.5,34.5,2.173913043,5.351170569,11.8729097,48.82550336,,,17.05587417,40.19230769,61.06870229,,50.63050499,33.58778626,46.42857143,40.00817884,35.898186,17.72908367
Takais Brown,,2008,PF,PF,SF-C,SF,0,,,"6'7.25""",79.25,"8'10""",106,"6'10""",82,252,12.47,,3.25,29,31,81.62790698,79.53488372,37.20930233,99.06976744,,,74.36046512,2.448453608,50.77319588,,26.61082474,10.8974359,43.05912596,26.97828093,42.64985693,28.62796834
Takais Brown,,2008,PF,PF,SF-C,C,0,,,"6'7.25""",79.25,"8'10""",106,"6'10""",82,252,12.47,,3.25,29,31,3.367875648,5.208333333,1.03626943,67.0984456,,,19.177731,19.0625,82.8125,,50.9375,46.25,69.6875,57.96875,42.69466033,33.86075949
Trent Plaisted,BYU,2008,PF,PF,SF-C,SF,0,,,"6'9.25""",81.25,"8'9.5""",105.5,"6'10.5""",82.5,240,11.32,,3.17,30.5,35.5,99.30232558,72.79069767,46.74418605,95.34883721,,,78.54651163,48.45360825,77.19072165,,62.82216495,54.35897436,63.62467866,58.99182651,66.78683436,88.52242744
Trent Plaisted,BYU,2008,PF,PF,SF-C,C,0,,,"6'9.25""",81.25,"8'9.5""",105.5,"6'10.5""",82.5,240,11.32,,3.17,30.5,35.5,21.24352332,3.125,1.813471503,41.96891192,,,17.03772668,85.625,93.125,,89.375,84.375,80.625,82.5,62.97090889,77.53164557
Acie Law,Texas A&M,2007,PG,PG,SG,SG,0,,,"6'2""",74,"8'2""",98,"6'6.5""",78.5,186,11,,3.22,29,34,4.682274247,9.698996656,15.2173913,12.91946309,,,10.62953132,58.07692308,49.04580153,,53.5613623,28.6259542,39.47368421,34.0498192,32.74690428,13.34661355
Al Horford,Florida,2007,PF,PF,SF-C,SF,0,,,"6'8""",80,"8'11""",107,"7'0.75""",84.75,246,12.15,,3.37,31,35.5,95,90.58139535,81.39534884,98.25581395,,,91.30813953,6.18556701,18.94329897,,12.56443299,54.35897436,70.05141388,62.20519412,55.35925555,63.45646438
Al Horford,Florida,2007,PF,PF,SF-C,C,0,,,"6'8""",80,"8'11""",107,"7'0.75""",84.75,246,12.15,,3.37,31,35.5,5.18134715,9.635416667,12.1761658,55.44041451,,,20.60833603,31.25,57.8125,,44.53125,84.375,84.375,84.375,49.83819534,49.6835443
Al Thornton,Florida State,2007,SF,SF,SG-PF,SG,0,,,"6'5.75""",77.75,"8'8""",104,"7'1""",85,221,11.96,,3.16,35,41,96.65551839,94.81605351,99.1638796,93.95973154,,,96.14879576,4.615384615,70.61068702,,37.61303582,91.79389313,96.9924812,94.39318717,76.05167292,95.81673307
Al Thornton,Florida State,2007,SF,SF,SG-PF,PF,0,,,"6'5.75""",77.75,"8'8""",104,"7'1""",85,221,11.96,,3.16,35,41,4.328018223,8.883826879,47.72209567,21.29840547,,,20.55808656,25.37878788,92.36641221,,58.87260005,99.62121212,99.11838791,99.36980002,59.60016221,72.03608247
Ali Traore,,2007,C-PF,PF,C,C,0,,,"6'8.75""",80.75,"9'0.5""",108.5,"7'4""",88,249,12.16,,3.52,25,29,11.39896373,21.09375,61.13989637,61.13989637,,,38.69312662,30.9375,20,,25.46875,22.8125,27.1875,25,29.72062554,6.012658228
Antanas Kavaliauskas,,2007,PF,PF,SF-C,SF,0,,,"6'9""",81,"8'10.5""",106.5,"6'10.5""",82.5,237,11.19,,3.42,25.5,30,98.60465116,85.58139535,46.74418605,93.60465116,,,81.13372093,57.73195876,9.407216495,,33.56958763,5.897435897,8.483290488,7.190363193,40.63122392,24.93403694
Antanas Kavaliauskas,,2007,PF,PF,SF-C,C,0,,,"6'9""",81,"8'10.5""",106.5,"6'10.5""",82.5,237,11.19,,3.42,25.5,30,15.54404145,7.552083333,1.813471503,33.93782383,,,14.71185503,91.5625,45,,68.28125,31.5625,29.0625,30.3125,37.76853501,21.83544304
Anthony Tolliver,,2007,PF,PF,SF-C,SF,0,,,"6'7""",79,"8'11.5""",107.5,"7'2.5""",86.5,242,11.49,,3.29,28.5,30,75.23255814,94.65116279,95.23255814,96.86046512,,,90.49418605,36.08247423,39.69072165,,37.88659794,5.897435897,35.60411311,20.7507745,49.7105195,46.3060686
Anthony Tolliver,,2007,PF,PF,SF-C,C,0,,,"6'7""",79,"8'11.5""",107.5,"7'2.5""",86.5,242,11.49,,3.29,28.5,30,2.07253886,12.23958333,36.52849741,46.63212435,,,24.36818599,72.5,75.3125,,73.90625,31.5625,65.3125,48.4375,48.90397866,45.88607595
Avis Wyatt,,2007,PF,PF,SF-C,SF,0,,,"6'8.75""",80.75,"8'11""",107,"7'1""",85,212,11.46,,3.23,27.5,32,98.13953488,90.58139535,84.18604651,44.18604651,,,79.27325581,37.75773196,58.1185567,,47.93814433,18.84615385,24.03598972,21.44107178,49.55082398,46.04221636
Avis Wyatt,,2007,PF,PF,SF-C,C,0,,,"6'8.75""",80.75,"8'11""",107,"7'1""",85,212,11.46,,3.23,27.5,32,11.39896373,9.635416667,15.02590674,3.10880829,,,9.792273856,75.625,85.3125,,80.46875,55.9375,54.0625,55,48.42034129,45.25316456
Blake Schilb,,2007,SG,SG,SF,SF,0,,,"6'5""",77,"8'6.5""",102.5,"6'9""",81,214,11.63,,3.36,26.5,33.5,17.20930233,22.55813953,19.65116279,50.69767442,,,27.52906977,27.96391753,20.87628866,,24.42010309,31.15384615,14.39588689,22.77486652,24.90801313,4.353562005
Brad Newley,Townsville,2007,SG,SG,SF,SF,0,,,"6'5""",77,"8'6.5""",102.5,"6'8""",80,201,11.77,,3.29,29.5,31.5,17.20930233,22.55813953,9.069767442,17.55813953,,,16.59883721,17.5257732,39.69072165,,28.60824742,14.61538462,50,32.30769231,25.83825898,4.617414248
Brandan Wright,North Carolina,2007,PF,PF,SF-C,SF,0,,,"6'8.75""",80.75,"9'0.5""",108.5,"7'3.75""",87.75,200,11.76,,3.31,30.5,35.5,98.13953488,98.48837209,99.53488372,16.27906977,,,78.11046512,18.17010309,33.1185567,,25.6443299,54.35897436,63.62467866,58.99182651,54.24887384,59.49868074
Brandan Wright,North Carolina,2007,PF,PF,SF-C,C,0,,,"6'8.75""",80.75,"9'0.5""",108.5,"7'3.75""",87.75,200,11.76,,3.31,30.5,35.5,11.39896373,21.09375,57.77202073,1.03626943,,,22.82525097,59.0625,73.125,,66.09375,84.375,80.625,82.5,57.13966699,66.13924051
Brandon Heath,,2007,PG,PG,SG,SG,0,,,"6'2""",74,"7'10""",94,"6'7""",79,181,11.39,,3.28,32,36,4.682274247,0.3344481605,22.57525084,6.711409396,,,8.57584566,28.07692308,31.48854962,,29.78273635,53.24427481,76.12781955,64.68604718,34.34820973,16.53386454
Caleb Green,,2007,PF,PF,SF-C,SF,0,,,"6'6""",78,"8'7""",103,"6'11.75""",83.75,238,11.72,,3.46,28.5,36,46.04651163,29.88372093,65.34883721,93.95348837,,,58.80813953,21.13402062,3.479381443,,12.30670103,59.74358974,35.60411311,47.67385143,39.59623066,23.61477573
Caleb Green,,2007,PF,PF,SF-C,C,0,,,"6'6""",78,"8'7""",103,"6'11.75""",83.75,238,11.72,,3.46,28.5,36,0.518134715,0.5208333333,7.25388601,37.56476684,,,11.46440522,62.5,34.0625,,48.28125,86.875,65.3125,76.09375,45.27980174,38.92405063
Carl Landry,Purdue,2007,PF,PF,SF-C,SF,0,,,"6'7""",79,"8'6.5""",102.5,"6'11""",83,248,11.35,,3.29,31.5,36.5,75.23255814,22.55813953,53.13953488,98.48837209,,,62.35465116,46.00515464,39.69072165,,42.84793814,65.38461538,74.55012853,69.96737196,58.38998709,71.89973615
Carl Landry,Purdue,2007,PF,PF,SF-C,C,0,,,"6'7""",79,"8'6.5""",102.5,"6'11""",83,248,11.35,,3.29,31.5,36.5,2.07253886,0.5208333333,3.626943005,59.06735751,,,16.32191818,84.0625,75.3125,,79.6875,89.6875,87.8125,88.75,61.58647273,75
Cartier Martin,,2007,SF,SF,SG-PF,SG,0,,,"6'4""",76,"8'7.5""",103.5,"6'10""",82,218,12.1,,3.43,27,29.5,54.84949833,89.46488294,74.91638796,91.61073826,,,77.71037687,2.692307692,5.534351145,,4.113329419,1.908396947,15.60150376,8.754950353,30.19288555,11.35458167
Cartier Martin,,2007,SF,SF,SG-PF,PF,0,,,"6'4""",76,"8'7.5""",103.5,"6'10""",82,218,12.1,,3.43,27,29.5,0.2277904328,6.036446469,6.833712984,16.51480638,,,7.403189066,21.21212121,21.88295165,,21.54753643,13.00505051,32.49370277,22.74937664,17.23336738,0
Chris Richard,Florida,2007,PF,PF,SF-C,SF,0,,,"6'7""",79,"9'2.5""",110.5,"7'4.5""",88.5,252,11.39,,3.29,26.5,30.5,75.23255814,99.88372093,99.53488372,99.06976744,,,93.43023256,42.5257732,39.69072165,,41.10824742,8.076923077,14.39588689,11.23640498,48.59162832,44.72295515
Chris Richard,Florida,2007,PF,PF,SF-C,C,0,,,"6'7""",79,"9'2.5""",110.5,"7'4.5""",88.5,252,11.39,,3.29,26.5,30.5,2.07253886,53.125,69.43005181,67.0984456,,,47.93150907,83.125,75.3125,,79.21875,38.75,40.3125,39.53125,55.56050302,63.60759494
Coleman Collins,,2007,PF,PF,SF-C,SF,0,,,"6'8""",80,"8'11""",107,"7'2""",86,236,11.47,,,30,35,95,90.58139535,91.86046512,92.55813953,,,92.5,36.98453608,,,,48.20512821,56.42673522,52.31593171,,
Coleman Collins,,2007,PF,PF,SF-C,C,0,,,"6'8""",80,"8'11""",107,"7'2""",86,236,11.47,,,30,35,5.18134715,9.635416667,27.20207254,31.86528497,,,18.47103033,75,,,,81.25,77.1875,79.21875,,
Corey Brewer,Florida,2007,SF-SG,SF,SG,SG,0,,,"6'6""",78,"8'7""",103,"6'8.25""",80.25,185,11.69,,3.22,30.5,36.5,98.16053512,82.77591973,43.81270903,11.57718121,,,59.08158627,11.34615385,49.04580153,,30.19597769,58.96946565,58.83458647,58.90202606,49.39319667,46.812749
Craig Bradshaw,,2007,PF,PF,SF-C,SF,0,,,"6'8""",80,"8'10.5""",106.5,"7'1.5""",85.5,240,11.88,,3.54,26,28,95,85.58139535,88.25581395,95.34883721,,,91.04651163,13.01546392,0.7731958763,,6.894329897,1.41025641,11.56812339,6.489189902,34.81001048,14.11609499
Craig Bradshaw,,2007,PF,PF,SF-C,C,0,,,"6'8""",80,"8'10.5""",106.5,"7'1.5""",85.5,240,11.88,,3.54,26,28,5.18134715,7.552083333,21.76165803,41.96891192,,,19.11600011,47.5,16.875,,32.1875,17.5,34.375,25.9375,25.74700004,4.113924051
Curtis Sumpter,,2007,SF,SF,SG-PF,SG,0,,,"6'6""",78,"8'8""",104,"6'9.5""",81.5,227,11.3,,3.22,27.5,32.5,98.16053512,94.81605351,66.88963211,98.48993289,,,89.58903841,35.96153846,49.04580153,,42.50366999,15.64885496,22.18045113,18.91465304,50.33578715,49.20318725
Curtis Sumpter,,2007,SF,SF,SG-PF,PF,0,,,"6'6""",78,"8'8""",104,"6'9.5""",81.5,227,11.3,,3.22,27.5,32.5,5.922551253,8.883826879,3.302961276,32.57403189,,,12.67084282,70.32828283,80.40712468,,75.36770376,44.57070707,38.66498741,41.61784724,43.21879794,33.1185567
Daequan Cook,Ohio State,2007,SG,SG,PG-SF,PG,0,,,"6'3""",75,"8'5.5""",101.5,"6'8.25""",80.25,203,11.12,,3.22,30,34.5,81.09243697,91.8767507,86.13445378,89.3258427,,,87.10737104,43.35443038,42.53968254,,42.94705646,38.73015873,53.79746835,46.26381354,58.77274701,69.09385113
Daequan Cook,Ohio State,2007,SG,SG,PG-SF,SF,0,,,"6'3""",75,"8'5.5""",101.5,"6'8.25""",80.25,203,11.12,,3.22,30,34.5,0.4651162791,12.3255814,11.62790698,21.39534884,,,11.45348837,63.53092784,61.08247423,,62.30670103,41.15384615,56.42673522,48.79029069,40.85016003,25.46174142
Darryl Watkins,,2007,C,C,PF,PF,0,,,"6'8.75""",80.75,"9'2""",110,"7'3""",87,241,11.65,,3.56,26.5,31,67.31207289,93.16628702,78.24601367,63.55353075,,,75.56947608,44.57070707,5.470737913,,25.02072249,25.88383838,26.44836272,26.16610055,42.25209971,29.51030928
